county_fips,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_days_on_market_mm_day,median_days_on_market_yy,median_days_on_market_yy_day,median_days_on_market_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,year
53027.0,745.0,778.8333333333334,,,25.734067333333332,28.695362030000002,22.77277277,94.33333333333333,,,,,15.416666666666666,,,0.6981166666666666,177174.75,,,0.6920166666666666,0.0,2016.0
48441.0,458.0,332.3333333333333,,,64.55622283333334,56.95695695500001,72.15548882,73.83333333333333,,,,,-5.083333333333333,,,1.2366666666666666,173140.83333333334,,,0.6762166666666666,0.0,2016.0
26091.0,609.0,183.33333333333334,,,76.72672683333334,65.03169836333332,88.42175508999999,69.5,,,,,-9.416666666666666,,,1.6008166666666666,152241.66666666666,,,0.5946666666666667,0.0,2016.0
39143.0,254.0,237.75,,,71.90106775,63.00467133833334,80.79746413083335,70.45833333333333,,,,,-8.458333333333334,,,1.3911083333333334,146426.04166666666,,,0.5720166666666666,0.0,2016.0
35035.0,808.0,982.1666666666666,,,4.412746000000001,5.555555555666667,3.269936603333333,122.58333333333333,,,,,43.666666666666664,,,0.3765,166966.66666666666,,,0.6521333333333333,0.0,2016.0
13095.0,632.0,989.8333333333334,,,2.694361166666667,5.055055055,0.33366700016666667,126.33333333333333,,,,,47.416666666666664,,,0.27338333333333337,88650.0,,,0.34618333333333334,0.0,2016.0
41043.0,508.0,458.6666666666667,,,53.912245500000004,72.85618952166666,34.968301634999996,64.91666666666667,,,,,-14.0,,,0.8155666666666667,243307.5,,,0.9507,0.0,2016.0
36067.0,315.25,704.4166666666666,,,32.22597600000001,36.70754087458334,27.74441107791667,87.04166666666667,,,,,8.125,,,0.7406291666666666,233258.10416666666,,,0.9112041666666665,0.0,2016.0
37167.0,848.0,927.1666666666666,,,11.077744500000001,1.8852185520000002,20.27027027,141.41666666666666,,,,,62.5,,,0.6718333333333333,275079.3333333333,,,1.0746166666666668,0.0,2016.0
1095.0,629.0,959.5,,,7.315649,13.079746413166667,1.5515515516666667,108.33333333333333,,,,,29.416666666666668,,,0.3334833333333333,167491.66666666666,,,0.6543666666666667,0.0,2016.0
35035.0,441.3333333333333,600.1666666666666,,,40.996552055555554,54.14859303777777,27.844511178611114,77.05555555555556,,,,,-1.8611111111111112,,,0.7137555555555557,227030.72222222222,,,0.8869444444444444,0.0,2016.0
22079.0,472.0,484.1666666666667,,,51.81848516666667,41.875208543333336,61.76176176166666,83.16666666666667,,,,,4.25,,,1.1052833333333334,180233.33333333334,,,0.7042333333333333,0.0,2016.0
40059.5,441.5,649.375,,,36.84100766666666,37.470804136208336,36.21121121125,88.1875,,,,,9.270833333333334,,,0.8263875,203696.875,,,0.7956708333333333,0.0,2016.0
42013.0,468.0,454.5,,,54.462796,40.37370704166667,68.55188521999999,84.16666666666667,,,,,5.25,,,1.1987166666666667,118883.33333333333,,,0.4641499999999999,0.0,2016.0
48378.0,504.0,166.16666666666666,,,78.25325316666665,85.47714381166666,71.02936269583334,56.625,,,,,-22.291666666666668,,,1.2257333333333336,195682.875,,,0.7643833333333334,0.0,2016.0
19169.0,621.0,124.66666666666667,,,82.34067383333333,79.92992993166666,84.75141808333333,60.333333333333336,,,,,-18.583333333333332,,,1.48425,228958.33333333334,,,0.8946666666666666,0.0,2016.0
36057.0,940.0,933.8333333333334,,,10.210210166666668,9.943276608666666,10.4771438095,113.33333333333333,,,,,34.416666666666664,,,0.5273166666666668,126348.66666666667,,,0.4934333333333334,0.0,2016.0
2095.0,431.0,690.4166666666666,,,33.19152475,52.4107440775,13.972305639666667,77.625,,,,,-1.2916666666666667,,,0.5667583333333333,302037.5,,,1.1799250000000001,0.0,2016.0
26161.0,183.0,114.33333333333333,,,83.50016683333334,72.98965632333334,94.01067734499999,64.75,,,,,-14.166666666666666,,,1.8736166666666667,321050.0,,,1.2543499999999999,0.0,2016.0
1015.0,525.0,956.5,,,7.6493158333333335,9.259259258833334,6.039372706166667,114.0,,,,,35.083333333333336,,,0.43743333333333334,119666.66666666667,,,0.46731666666666677,0.0,2016.0
55051.0,656.0,516.1666666666666,,,47.92709375000001,57.6076076075,38.246579913249995,74.83333333333333,,,,,-4.083333333333333,,,0.8483749999999999,163082.375,,,0.6371,0.0,2016.0
40019.0,969.0,440.6666666666667,,,55.18852183333333,43.79379379333333,66.58324991666666,82.75,,,,,3.8333333333333335,,,1.1764500000000002,157533.33333333334,,,0.6155166666666666,0.0,2016.0
37065.666666666664,509.3333333333333,529.6666666666666,,,47.56979194444446,32.921810700222224,62.21777332833334,95.55555555555556,,,,,16.63888888888889,,,1.1275666666666666,341575.8888888889,,,1.3346,0.05555555555555555,2016.0
39005.0,930.0,420.1666666666667,,,57.41574933333333,66.466466465,48.36503170166666,68.16666666666667,,,,,-10.75,,,0.9607166666666668,115208.33333333333,,,0.4495833333333333,0.0,2016.0
39007.0,601.0,833.3333333333334,,,20.670670666666666,22.772772771666666,18.56856857,97.91666666666667,,,,,19.0,,,0.6492166666666666,106841.66666666667,,,0.4170333333333333,0.0,2016.0
39009.0,844.0,758.3333333333334,,,27.27727733333333,33.099766433333336,21.45478812,89.33333333333333,,,,,10.416666666666666,,,0.6837166666666666,131758.33333333334,,,0.5145833333333334,0.0,2016.0
