county_fips,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_days_on_market_mm_day,median_days_on_market_yy,median_days_on_market_yy_day,median_days_on_market_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,year
41084,643,743,,,29,24,33,99,,,,,20,,,1,174706,,,1,0,2016
37085,511,865,,,17,29,6,92,,,,,13,,,0,190558,,,1,0,2016
8067,874,775,,,26,16,36,107,,,,,28,,,1,491450,,,2,0,2016
37078,464,440,,,55,41,70,88,,,,,9,,,1,400189,,,2,0,2016
42089,418,731,,,30,7,54,120,,,,,41,,,1,162738,,,1,0,2016
55026,686,602,,,41,43,39,85,,,,,6,,,1,198971,,,1,0,2016
8037,951,998,,,1,0,1,200,,,,,121,,,0,766742,,,3,0,2016
6025,467,215,,,74,87,61,55,,,,,-24,,,1,253921,,,1,0,2016
21093,562,660,,,36,53,20,76,,,,,-3,,,1,161779,,,1,0,2016
18039,351,203,,,75,74,76,64,,,,,-15,,,1,158583,,,1,0,2016
32007,956,716,,,31,42,21,83,,,,,4,,,1,249122,,,1,0,2016
36015,644,744,,,29,27,31,93,,,,,14,,,1,123917,,,0,0,2016
48141,88,857,,,18,30,6,91,,,,,12,,,0,163326,,,1,0,2016
40047,799,509,,,50,61,38,72,,,,,-7,,,1,160550,,,1,0,2016
1031,932,886,,,15,25,5,96,,,,,17,,,0,157850,,,1,0,2016
42049,236,424,,,57,66,48,70,,,,,-9,,,1,129058,,,1,0,2016
41039,174,225,,,73,76,71,63,,,,,-16,,,1,322758,,,1,0,2016
6023,431,71,,,88,77,99,62,,,,,-17,,,2,355508,,,1,0,2016
19146,721,258,,,71,71,71,65,,,,,-14,,,1,149272,,,1,0,2016
2090,618,194,,,76,68,84,68,,,,,-11,,,1,212700,,,1,0,2016
54049,839,492,,,51,57,45,74,,,,,-5,,,1,134967,,,1,0,2016
32522,592,218,,,74,88,61,54,,,,,-25,,,1,246468,,,1,0,2016
27131,864,444,,,55,64,47,70,,,,,-9,,,1,260850,,,1,0,2016
29187,836,755,,,28,31,25,91,,,,,12,,,1,132392,,,1,0,2016
35045,555,795,,,24,26,22,95,,,,,16,,,1,205573,,,1,0,2016
37072,589,858,,,18,34,2,89,,,,,10,,,0,152554,,,1,0,2016
5075,288,308,,,66,58,74,73,,,,,-6,,,1,249875,,,1,0,2016
27111,822,915,,,12,16,9,106,,,,,27,,,1,226100,,,1,0,2016
32019,937,552,,,46,66,25,69,,,,,-10,,,1,251122,,,1,0,2016
39063,705,105,,,84,70,98,67,,,,,-12,,,2,165492,,,1,0,2016
4005,494,768,,,26,21,32,106,,,,,27,,,1,434092,,,2,0,2016
26049,162,143,,,80,70,91,67,,,,,-12,,,2,132333,,,1,0,2016
45036,619,802,,,23,19,27,102,,,,,23,,,1,149104,,,1,0,2016
1055,730,859,,,18,27,9,94,,,,,15,,,0,158858,,,1,0,2016
55039,560,859,,,18,23,14,97,,,,,18,,,1,130325,,,1,0,2016
37161,766,887,,,15,6,25,121,,,,,42,,,1,215683,,,1,0,2016
8069,192,175,,,77,82,72,59,,,,,-20,,,1,427695,,,2,0,2016
22115,970,839,,,20,34,6,89,,,,,10,,,0,156868,,,1,0,2016
16748,775,704,,,32,31,33,91,,,,,12,,,1,139211,,,1,0,2016
18003,186,21,,,95,91,99,51,,,,,-28,,,3,147125,,,1,0,2016
21073,912,792,,,25,38,11,87,,,,,8,,,1,137500,,,1,0,2016
17177,959,862,,,18,15,21,106,,,,,27,,,1,100650,,,0,0,2016
39143,838,524,,,48,48,48,79,,,,,0,,,1,88333,,,0,0,2016
6019,75,39,,,93,89,96,54,,,,,-25,,,2,274399,,,1,0,2016
1055,561,975,,,5,11,0,113,,,,,34,,,0,151075,,,1,0,2016
45021,896,648,,,38,34,41,88,,,,,9,,,1,125100,,,0,0,2016
12001,247,528,,,48,35,60,89,,,,,10,,,1,223708,,,1,0,2016
13139,379,452,,,55,69,40,67,,,,,-12,,,1,310825,,,1,0,2016
17095,909,499,,,50,39,61,85,,,,,6,,,1,121242,,,0,0,2016
35031,860,930,,,11,12,10,111,,,,,32,,,1,142950,,,1,0,2016
32005,926,666,,,36,13,59,112,,,,,33,,,1,587756,,,2,0,2016
45043,803,958,,,8,1,14,148,,,,,69,,,1,354138,,,1,0,2016
42001,599,468,,,53,30,77,94,,,,,15,,,1,216299,,,1,0,2016
36114,799,939,,,10,7,12,120,,,,,41,,,1,215233,,,1,0,2016
8045,921,861,,,18,23,13,99,,,,,20,,,1,488133,,,2,0,2016
36035,893,974,,,5,3,8,138,,,,,59,,,0,134192,,,1,0,2016
37191,487,861,,,18,26,9,94,,,,,15,,,0,165942,,,1,0,2016
38035,716,639,,,38,46,29,81,,,,,2,,,1,243242,,,1,0,2016
31079,856,150,,,80,79,81,60,,,,,-19,,,1,195783,,,1,0,2016
8077,421,465,,,53,59,48,73,,,,,-6,,,1,261337,,,1,0,2016
26088,521,283,,,70,73,67,63,,,,,-16,,,1,203495,,,1,0,2016
41033,635,377,,,61,50,72,79,,,,,0,,,1,337625,,,1,0,2016
30013,648,337,,,64,58,71,74,,,,,-5,,,1,195395,,,1,0,2016
8123,257,190,,,76,93,59,50,,,,,-29,,,1,372967,,,1,0,2016
55009,252,216,,,74,81,66,60,,,,,-19,,,1,188633,,,1,0,2016
47059,756,706,,,32,26,39,95,,,,,16,,,1,163567,,,1,0,2016
25011,712,669,,,35,21,49,100,,,,,21,,,1,245000,,,1,0,2016
37130,389,731,,,29,22,37,104,,,,,25,,,1,161540,,,1,0,2016
37147,354,877,,,16,23,9,97,,,,,18,,,0,158917,,,1,0,2016
39037,922,761,,,27,19,36,102,,,,,23,,,1,101058,,,0,0,2016
45047,442,621,,,39,43,36,83,,,,,4,,,1,223115,,,1,0,2016
45047,755,921,,,12,14,10,108,,,,,29,,,1,174025,,,1,0,2016
28050,590,794,,,24,17,31,104,,,,,25,,,1,171852,,,1,0,2016
39023,490,644,,,38,38,38,86,,,,,7,,,1,193454,,,1,0,2016
22105,491,457,,,54,43,65,82,,,,,4,,,1,188081,,,1,0,2016
6031,558,14,,,96,94,99,47,,,,,-32,,,2,235991,,,1,0,2016
42042,246,429,,,56,35,78,88,,,,,10,,,1,182577,,,1,0,2016
51165,714,906,,,13,10,17,114,,,,,35,,,1,220625,,,1,0,2016
9008,293,387,,,60,40,79,85,,,,,6,,,1,286600,,,1,0,2016
28054,782,749,,,28,33,24,90,,,,,11,,,1,173888,,,1,0,2016
30049,739,559,,,45,38,52,87,,,,,8,,,1,281185,,,1,0,2016
41059,761,829,,,21,36,6,88,,,,,9,,,0,185117,,,1,0,2016
37028,573,660,,,36,19,52,105,,,,,26,,,1,176003,,,1,0,2016
15001,348,920,,,12,7,16,120,,,,,41,,,1,481467,,,2,0,2016
45013,338,881,,,16,3,29,135,,,,,57,,,1,415228,,,2,0,2016
13179,859,916,,,12,24,1,98,,,,,19,,,0,152143,,,1,0,2016
35025,827,861,,,18,21,14,98,,,,,19,,,1,179900,,,1,0,2016
26005,538,437,,,56,45,67,82,,,,,3,,,1,248258,,,1,0,2016
12017,399,593,,,42,46,38,81,,,,,2,,,1,201225,,,1,0,2016
5051,556,851,,,19,11,27,112,,,,,33,,,1,218775,,,1,0,2016
22083,589,903,,,14,11,17,112,,,,,33,,,1,181513,,,1,0,2016
48199,243,563,,,45,72,17,65,,,,,-14,,,1,291376,,,1,0,2016
36021,795,983,,,4,6,2,124,,,,,45,,,0,346575,,,1,0,2016
42049,804,522,,,48,28,69,95,,,,,16,,,1,162698,,,1,0,2016
1086,409,866,,,17,33,1,90,,,,,11,,,0,215277,,,1,0,2016
48471,899,653,,,37,53,21,76,,,,,-3,,,1,210167,,,1,0,2016
20155,802,548,,,46,60,32,72,,,,,-7,,,1,100642,,,0,0,2016
16019,595,215,,,74,83,65,59,,,,,-20,,,1,189366,,,1,0,2016
42063,653,898,,,14,11,18,113,,,,,34,,,1,118292,,,0,0,2016
18072,500,270,,,70,73,66,65,,,,,-14,,,1,222755,,,1,0,2016
26067,878,507,,,50,62,38,72,,,,,-7,,,1,129825,,,1,0,2016
19103,420,385,,,60,70,51,67,,,,,-12,,,1,283008,,,1,0,2016
36109,567,535,,,47,40,54,85,,,,,6,,,1,247192,,,1,0,2016
26075,407,369,,,61,55,68,75,,,,,-4,,,1,149133,,,1,0,2016
28086,435,480,,,52,43,61,84,,,,,5,,,1,228844,,,1,0,2016
